,TEXT,LABEL
51,"ketika saya melihat seseorang, saya tidak melihat untuk waktu yang lama.",joy
52,"ketika, sebagai seorang anak, saya hampir dirobohkan oleh sebuah mobil.",fear
53,"ketika saya mendengar di radio bahwa pertandingan sepak bola di belgia telah berakhir dengan bencana, dan beberapa orang telah meninggal. saya tidak bisa mengerti bagaimana orang normal dapat berperilaku sedemikian rupa.",anger
54,"ketika saya merasa kesepian, mungkin karena saya harus belajar banyak dan saya diam di apartemen saya. tidak ada yang terjadi secara khusus á karena tidak ada waktu untuk hal lain.",sadness
55,ketika seseorang belajar melalui media massa semua perang dan pembunuhan terjadi di dunia.,disgust
56,"saya berbohong, tepatnya saya membatalkan pertemuan dengan teman baik.",shame
57,ketika seseorang mengecewakan teman-temannya,guilt
58,ketika saya diterima untuk kursus keuangan dan akuntansi.,joy
59,"sebuah bus melewati kaki kanan saya. peristiwa itu sendiri tidak terlalu menakutkan tetapi ketika saya harus menunggu di ruang gawat darurat selama tiga jam dan kemudian kaki saya mulai membengkak, saya ketakutan.",fear
60,"di pekerjaan musim panas saya, tidak ada yang menjaga saya khususnya dan saya harus belajar sendiri.",anger
61,ketika saya tidak diterima sebagai mahasiswa di bidang keuangan dan akuntansi.,sadness
62,"ketika saya baru saja pindah ke apartemen baru saya, saya menemukan ventilator di dapur. saya akan membersihkannya ketika saya menemukan bahwa drum itu penuh dengan lumpur dan lendir. saya merasa jijik.",disgust
63,kakak lelaki saya dan saya tidak selalu memiliki hubungan yang baik á dan saya merasa malu pada diri saya karena saya tidak memanggilnya untuk berbicara dengannya á saat ini.,shame
64,"di pekerjaan musim panas saya, seorang penjaga baru telah dipekerjakan yang seusia saya á tapi saya lebih suka pergi makan siang dengan personel akun á daripada dengan dia.",guilt
65,lulus ujian dengan 2 poin.,joy
66,"di sebuah pondok di hutan besar, aku sendirian untuk sementara waktu dalam gelap.",fear
67,ketika saya berbicara dengan jan-erik wikstr on m di telepon.,anger
68,stasiun kereta api selamat tinggal.,sadness
69,saya melihat orang cacat di lap dengan anak-anak kecil di italia. dia mungkin seorang penipu.,disgust
70,saya mengatakan kepada seorang teman bahwa saya akan pergi ke sebuah pesta dan dia tidak akan menikmati dirinya sendiri jika dia datang. dia mengerti bahwa dia tidak akan cocok dan ada sesuatu di dalamnya.,shame
71,saya adalah alasan di balik putusnya hubungan teman saya á dengan pacarnya. dia selesai dengan dia.,guilt
72,saya lulus ujian bahwa saya benar-benar yakin bahwa saya telah gagal.,joy
73,"dalam perjalanan kembali dari denmark dengan seorang teman di kapal pesiar kecil, á ada badai dan teman saya diterbangkan ke laut; saya sangat takut sampai saya berhasil membawanya kembali.",fear
74,saya mengunci diri.,anger
75,saya ketinggalan trem terakhir dan harus berjalan di bawah guyuran hujan.,sadness
76,saya menemukan beberapa cacing dalam makanan dan saya jelas telah memakannya.,disgust
77,"teman saya sangat mabuk sehingga polisi datang dan membawanya pergi, dan mereka kemudian menghubungi orang tuanya.",shame
78,saya kebetulan mendengar sesuatu yang tidak seharusnya saya dengar.,guilt
79,ketika saya memenangkan perjalanan ke yunani dalam sebuah kompetisi.,joy
80,ketika saya keluar dalam gelap dan karakter yang tampak mencurigakan á mendatangi saya.,fear
81,"di tempat kerja, ketika seorang lelaki tua mengeluh secara tidak adil tentang saya dan saya tidak percaya.",anger
82,ketika saya tidak mengerti apa-apa setelah kuliah.,sadness
83,ketika seorang pecandu alkohol berdiri menggiring bola di atas meja makanan.,disgust
84,"ketika teman saya dan saya sedang membahas tentang ketampanan seorang lelaki, kami menyadari bahwa ia telah mendengarkan.",shame
85,ketika saya mengeluh tentang seorang kolega ke manajer dan dia mengatakan kepadanya bahwa seseorang telah mengeluh; kolega ini mendatangi saya - percaya bahwa saya menyukainya.,guilt
86,di pesta ulang tahun seorang teman dengan beberapa teman terdekat saya. itu semua sangat menyenangkan dan bisa dikatakan bahwa saya senang memiliki teman yang begitu baik.,joy
87,"dalam perjalanan pulang pada suatu jumat malam di tengah hujan lebat, mobil itu diberitahukan. saya kehilangan kontak dengan permukaan jalan selama beberapa detik.",fear
88,marah pada ayah saya.,anger
89,kasus cinta tak berbalas.,sadness
90,mentimun yang berbau tidak enak.,disgust
91,nyaris ketahuan sedang masturbasi.,shame
92,saya tidak cukup membantu di rumah.,guilt
93,saya merasa sangat senang ketika saya memenangkan kolam sepakbola.,joy
94,ketika saya terbang dari athena ke kopenhagen setelah liburan. pesawat á terjebak dalam badai dan mulai bergetar dan saya pikir á kami akan jatuh.,fear
95,ketika seseorang mencuri sepedaku.,anger
96,"ketika saya melihat daftar buku untuk dibaca untuk kursus akuntansi, saya pikir \ ya tuhan bagaimana saya bisa mengaturnya! \ """"",sadness
97,itu ketika saya membaca artikel surat kabar tentang masa depan dan mereka tahu bahwa kita akan makan burger katak pada tahun 2000. á sebuah ilustrasi menunjukkan seekor katak di antara dua potong roti.,disgust
98,ketika saya menjatuhkan botol di toko minuman keras negara dan semua orang mulai tertawa.,shame
99,"ketika saya masih muda - 14, saya mencubit dari sebuah toko dan tertangkap. á toko itu kemudian menghubungi orang tua saya.",guilt
100,ketika seluruh keluarga berkumpul untuk liburan satu minggu. → semua orang merasa bebas dan perjalanan ini direncanakan dengan baik. itu bekerja dengan baik dan kami menikmati diri kami sendiri.,joy
101,"ketika saya tidak dapat menemukan anak perempuan saya yang berumur 2 tahun. saya berlari dan mencari dia di mana-mana dan tidak dapat menemukannya. (saya akhirnya menemukannya, á dia pergi tidur untuk tidur)",fear
102,ketika teman mencoba menjatuhkan saya atau menyakiti saya.,anger
103,krisis pernikahan. kebosanan.,sadness
104,ketika seseorang membuat kemajuan yang tidak diinginkannya.,disgust
105,penemuan bahwa seseorang hanya memikirkan diri sendiri.,shame
106,ketika saya memukul seorang anak dalam kemarahan dan kemudian sangat menyesalinya.,guilt
107,ketika saya lulus ujian pertama yang harus saya ulangi.,joy
108,ketika saya berkendara ke stockholm untuk pertama kalinya dan pergi dari jalan stora hissingen di pintu keluar yang salah.,fear
109,ketika pacar saya pergi untuk liburan selama sebulan tanpa saya.,anger
110,tahun lalu ketika saya bekerja selama liburan musim panas dan belajar pada waktu yang sama untuk ujian yang harus saya ulangi; pacarku á pergi ke yunani untuk liburan selama sebulan.,sadness
111,ketika seekor anjing ditinggalkan merengek di luar toko.,disgust
112,ketika saya berjanji untuk membantu teman selama akhir pekan dan tidak menepati janji.,shame
113,ketika saya menyadari bahwa saya harus menjalani tiga pemeriksaan lagi.,guilt
114,pada hari saya diberitahu bahwa saya telah diterima sebagai mahasiswa ekonomi.,joy
115,"saat mengambil jalan pintas melalui taman vasa, saya dikelilingi oleh tiga orang yang mencoba mencuri uang saya. saya takut dan á diselamatkan hanya oleh penampilan orang lain.",fear
116,"di sebuah restoran, saya mengamati bagaimana para gipsi berusaha mendapatkan uang dengan cara menipu orang-orang asing yang bukan orang swedia. kemarahan saya tidak ada hubungannya dengan kebencian terhadap orang asing, tetapi itu adalah ekspresi kemarahan yang saya rasakan ketika saya melihat orang-orang digunakan.",anger
117,pada awal kursus baru seseorang takut bertemu dengan masalah yang tidak bisa dikelola. pikiran berputar di sekitar kegagalan subjek dan konsekuensi yang akan terjadi di masa depan.,sadness
118,sambil berjalan di kota saya perhatikan bagaimana polisi melecehkan seorang pria á yang berada di bawah pengaruh alkohol. mereka membuatnya takut dengan á pikiran penangkapan dengan mengemudi di belakangnya di jalan pejalan kaki á. rasa jijik saya diarahkan pada gerakan dan ekspresi wajah para polisi; mereka tampaknya menikmati diri mereka sendiri.,disgust
119,"ketika pacar saya mengungkapkan bahwa dia tahu saya telah menemukan hal-hal yang penting tentang dirinya, saya merasa malu karena saya belum menyebutkannya sebelumnya.",shame
120,"ketika saya tidak jujur ​​kepada seorang teman yang sangat dekat dengan saya. saya merasa bersalah karena saya tahu bahwa dia memberikan versi kebenaran yang berbeda dan saya belum memperbaiki kesalahan ini, dan dia sadar bahwa saya tahu mereka salah.",guilt
121,ketika saya mengetahui bahwa saya telah lulus dua ujian terakhir dengan selisih tiga nilai.,joy
122,ketika ayah saya sakit dan sedang menunggu hasil tesnya.,fear
123,ketika saya terjebak dalam hujan lebat kamis lalu dan tidak memiliki jas hujan pada saya.,anger
124,ketika saya gagal ujian.,sadness
125,"di meja smorgasbord, seorang pria mencampurkan berbagai jenis ikan haring pilihan dengan salad buah.",disgust
126,"ketika saya belum menyiapkan kontribusi saya kepada kelompok sebagai menyeluruh seperti anggota lainnya, dengan hasil bahwa hasil keseluruhan miskin.",shame
127,"ketika ayah saya dan saya bekerja di rumah tepat setelah ia sembuh dari sakit, saya agak malas. ini berarti bahwa dia harus bekerja keras dan tidak terlalu baik nantinya.",guilt
128,ketika saya melahirkan putra saya dan melihat bahwa dia masih hidup dan saya telah berhasil dengan baik. ia lahir sebulan terlalu dini dengan paru-paru yang rusak. ini terjadi setahun yang lalu.,joy
129,ketika saya mengetahui bahwa ayah saya menderita kanker paru-paru dan mereka tidak tahu berapa lama dia akan hidup.,fear
130,"ketika seorang kolega meminta bantuan kepada saya di tempat kerja, terlepas dari kenyataan bahwa dia memiliki lebih banyak waktu untuk melakukannya daripada saya.",anger
131,ketika saya tidak mendapatkan kenaikan gaji yang saya harapkan á dan mengerti betapa kecilnya pekerjaan seseorang dihargai.,sadness
132,ketika saya menyiangi kebun saya menemukan seekor kadal di tangan saya.,disgust
133,"ketika saya bertemu dengan seorang teman yang sudah lama saya tidak bertemu dan á mendengar semua tentang masalahnya, saya berpikir bahwa saya harus menghubungi á sebelumnya.",shame
134,saya marah pada ibu saya karena sesuatu yang sepele. kami berada dalam suasana hati yang buruk karena ayah saya sangat sakit dan saya tahu bahwa ibu saya benar-benar membutuhkan dukungan. saya bereaksi salah.,guilt
135,"malam tahun baru 1983/1984, saya bertemu pacar saya. kami berdiri di tangga á di luar rumah orang tuanya dan aku menciumnya untuk pertama kalinya.",joy
136,"ketika saya dihentikan oleh polisi pakaian biasa karena mobil yang saya kendarai telah terbalik di avenue. saya telah mengemudi terlalu cepat, dan saya takut ketika saya berhenti, ditanyai dan kemudian pergi untuk pergi. situasi berakhir dengan bahagia karena tidak ada konsekuensi.",fear
137,editor mengubah judul artikel yang saya tulis. á dia menganggap judul itu menghina orang yang telah kutulis á.,anger
138,"seorang kenalan dekat keluarga itu meninggal karena kanker paru-paru. although meskipun sudah diduga, saya masih merasa tertekan.",sadness
139,"ketika saya melihat gambar, di gothenburg post, tentang mobil yang benar-benar hancur dengan dua penumpang yang terluka parah. mobil itu á rusak parah sehingga mereka tidak bisa mengeluarkan mayat-mayat itu di lokasi kecelakaan.",disgust
140,suatu malam saya melakukan hubungan seksual dengan pria lain. hasrat seksual saya dan keingintahuan saya telah membuat saya melompat ke ranjang dengannya. saya malu pada diri saya sendiri sekarang.,shame
141,"karena malas, saya gagal menyelesaikan studi istilah sepenuhnya di universitas. saya juga ingin, sampai batas tertentu, memprotes harapan á orang tua saya.",guilt
142,ketika saya mendapat pinjaman untuk studi saya.,joy
143,saya bertemu orang-orang mabuk dengan niat meragukan di gang belakang pada suatu rabu malam.,fear
144,di t.v saya melihat fitur berita di afrika selatan. seorang polisi á menyerang sekelompok orang kulit hitam dengan cambuk.,anger
145,pikiran harus membaca buku membosankan 400 halaman dalam bahasa inggris.,sadness
146,orang yang merendahkan.,disgust
147,ketidakmampuan saya untuk menyatakan diri secara positif dalam suatu kelompok.,shame
148,saya mengalami perasaan bersalah karena saya tidak cukup belajar.,guilt
149,"mengamati seseorang di kantin dengan berisik menelan makanannya, á memiliki perilaku yang sangat buruk.",disgust
150,saya kira saya sering merasa malu setelah berbicara buruk tentang orang lain.,shame
151,sudah marah dan tidak menyenangkan terhadap orang tua saya.,guilt
152,ketika saudara perempuan saya - setelah satu riwayat aborsi dan satu kelahiran mati - melahirkan seorang anak laki-laki yang sangat sehat.,joy
153,"ketika saudara perempuan saya memiliki anak yang masih lahir, dia secara emosional sangat dalam, dan butuh waktu lama baginya untuk pulih.",fear
154,"kami memulai proyek siswa, dan guru yang kami ajak bicara á sangat negatif dan tidak terlalu membantu.",anger
155,"ketika pacar saya secara terbuka mengecewakan saya, lebih memilih gadis lain.",sadness
156,"saya merasa jijik untuk pacar saya selama beberapa waktu, setelah dia meninggalkan saya.",disgust
157,tidak bisa memikirkan apa pun.,shame
158,"sebelum kecelakaan, bibi saya menawari saya kursi depan mobil, ”di sebelah pengemudi. saya menolak, dia mengambil kursi itu dan terbunuh di sana ketika mobil itu jatuh.",guilt
159,"kunjungan tak terduga oleh seorang teman dekat, yang saya belum melihat selama setengah tahun.",joy
160,"saya mengembara secara tidak sengaja ke zona aman dari jarak tembak, á dan tertembak.",fear
161,diperlakukan tidak adil.,anger
162,putus dengan seorang gadis.,sadness
163,tidak ada.,disgust
164,tidak ada,shame
165,sedikit kontak dengan ayah saya sebelum dia meninggal.,guilt
166,"ketika saya diterima sebagai mahasiswa di kampus, tidak pernah berpikir itu mungkin.",joy
167,"ketika saya adalah orang pertama yang tiba di tempat kejadian setelah kecelakaan, á dan menemukan bahwa seorang teman sekolah yang dekat telah terbunuh.",fear
168,"saya dituduh telah melakukan sesuatu, yang tidak saya lakukan dan menjadi sangat marah.",anger
169,ketika nenek saya meninggal.,sadness
170,tak dapat diterapkan.,disgust
171,"beberapa tahun yang lalu selama liburan musim panas, saya sedang memancing di sebuah danau dengan suami saya. tiba-tiba hujan mulai turun sementara matahari masih bersinar. saya mengalami perasaan sukacita, kebahagiaan, dan kepuasan. seluruh alam penuh dengan musik.",joy
172,"saya sendirian di rumah, di tempat tidur membaca majalah wanita di mana á ada banyak pengalaman paranormal. kakiku terasa gatal dan aku meregangkan tanganku untuk menggaruk dan aku merasakan tangan aneh lainnya. (kemudian saya menyadari bahwa itu adalah sudut selimut á)",fear
173,"saya pergi ke kuliah dan sekali lagi dibatalkan, ini adalah yang kedua kalinya. seseorang memiliki sikap negatif terhadap á dosen",anger
174,"saya mendengar bahwa seorang mantan atasan saya telah meninggal, saya kemudian di rumah membaca tentang itu di koran dan saya memikirkan interaksi kami dan bagaimana itu tidak mungkin lagi. lingkup terbatas kehidupan manusia menyedihkan.",sadness
175,di trem ada seorang wanita gemuk dan tampak sakit-sakitan di depan saya - yang menanyakan arah dengan suara tebal. ketika dia bangun untuk pergi bau urin menjijikkan datang darinya. saya merasa bahwa saya akan tersedak.,disgust
176,"ketika kami berada di rumah, saya dan suami saya, dia berkomentar tentang sesuatu yang telah saya lakukan, dengan cara yang sangat ramah. perbuatan saya á tidak adil dan saya tahu bahwa suami saya benar, oleh karena itu á rasa malu saya.",shame
177,"saya memberi komentar kepada saudara perempuan saya tentang sikapnya terhadap laki-laki, cara dia berbicara dan saya membandingkannya dengan seorang kenalan saya. á kemudian, malam yang sama, saudara perempuan saya terlihat sedih. saya merasa bersalah karena kesedihannya.",guilt
178,"saya memiliki pekerjaan musim panas di swedia, dan pacar saya datang menemui saya di hari ulang tahun saya.",joy
179,"saya pergi berlatih di swedia selama musim panas, dan saya takut bahwa saya tidak akan berhasil.",fear
180,"di pondok liburan asosiasi kami, dua teman saya datang untuk membangunkan saya suatu pagi dengan membawa radio yang diputar di volume tertinggi ke kamar saya - itu adalah layanan pagi di paling keras.",anger
181,nenek saya meninggal mendadak pada musim panas lalu.,sadness
182,"atasan saya di pekerjaan musim panas menipu pelanggan sebanyak yang dia bisa, dan pernah menempatkan saya dalam situasi yang sulit setelah itu saya tidak bisa membencinya.",disgust
183,suatu kali saya tiba terlambat dua jam ke tempat kerja saya (bank) dan saya á masih merasa lemah dan lelah.,shame
184,asosiasi kami memiliki pengunjung polandia dan ketika mereka kembali á dengan perahu saya tidak pergi untuk mengantar mereka (saya adalah ketua asosiasi á).,guilt
185,"saya diberitahu secara tak terduga bahwa seseorang ingin saya menjadi á wakil ketua organisasi siswa kami. saya benar-benar terkejut dan sukacita adalah emosi pertama yang saya rasakan, meskipun di belakangnya ada kekhawatiran - bagaimana saya bisa berhasil?",joy
186,"grup tutorial kami akan segera dibagi, dan kami mendapat daftar nama-nama mahasiswa baru, dari yang lima berada di grup saya. kami membaca nama-nama dan kemudian masing-masing kelompok pergi sendiri ke ruang seminar. saya bertanya-tanya bagaimana saya akan mengatasi situasi baru dan jika á saya akan berhasil sebagai pemimpin kelompok.",fear
187,"kami berada di disko dan malam itu sama sekali tidak menyenangkan. á meskipun saya tidak tahu mengapa, saya marah dengan teman saya. saya membiarkan dia merasakan humor buruk saya karena saya tidak bisa menyembunyikan perasaan saya.",anger
188,"nenek saya meninggal, dan ibu saya memanggil saya pada suatu hari minggu pagi di musim gugur. cara ibuku memberitahuku tentang hal itu, aku membencinya pada saat itu. dia terdengar seperti sedang menunggu kematian nenekku. saya telah kehilangan seseorang yang dekat dengan saya. saya merasa bersalah juga karena saya tidak baik pada nenek saya belakangan ini. saya belum á tetap tenang ketika dia tidak lagi mengerti segalanya dengan baik.",sadness
189,"di stasiun bawah tanah, seorang pemabuk datang untuk berbicara kepada saya. dia mencoba bertanya sesuatu kepada saya tetapi saya tidak menjawab sehingga dia mulai berbicara tentang saya dengan temannya. saya membenci pria yang kotor ini.",disgust
190,"saya khawatir dengan tugas yang berkaitan dengan studi saya yang harus dilakukan dalam kelompok dua orang. saya berbicara tentang hal itu kepada teman-teman saya ketika á saya mengatakan sesuatu yang negatif, dengan cara yang terlalu tiba-tiba, mengenai rekan kerja saya. saya tidak bermaksud mengatakan apa yang saya katakan dan saya merasa malu telah cukup jahat untuk mengkritiknya karena dia juga seorang teman saya.",shame
191,saya telah memberi tahu pacar saya bahwa saya tidak ingin melanjutkan hubungan kami. saya tahu bahwa saya penting baginya tetapi saya ingin bebas. saya melihat bahwa ini sulit baginya tetapi saya tetap teguh dan tidak berubah pikiran.,guilt
192,"setelah mendengar tentang kematian kakek saya. pertama saya tidak bisa mempercayainya, tetapi kemudian saya menangis dan merasa situasinya tidak ada harapan. saya merasa kesepian dan ingin dihibur.",sadness
193,"di malam hari, ketika saya sedang menonton tv, adik laki-laki saya datang á masuk dan mulai makan makanan yang dia bawa dari dapur sementara á saya mencoba berkonsentrasi pada program.",disgust
194,adik laki-laki saya ditangkap oleh polisi di stasiun kereta api setelah dia minum bir.,shame
195,"di pekerjaan sementara saya, saya harus membatasi tindakan orang lain dan membuat mereka menaati saya, dan ini sering memberi saya perasaan bersalah. saya berharap ada cara lain untuk bertindak.",guilt
196,"saya bertemu dengan seorang teman baik saya setelah waktu yang lama. saya menyatakan perasaan saya á dengan cara kita sendiri yang biasa, dengan saling memarahi dan menyalahgunakan (dengan á pemahaman penuh) dan dengan menyentuh, menepuk dan mengambil á tangan orang lain, dll ...",joy
197,"saya merasa takut pada jenis yang paling murni setelah kecelakaan mobil. peristiwa á dan gambar-gambar horor terus kembali ke pikiran saya. saya bertanya-tanya apa yang bisa terjadi pada saudara perempuan saya, teman saya dan saya, meskipun tidak ada yang sangat serius yang sebenarnya terjadi.",fear
198,"dua bocah lelaki yang saya kenal memberi tahu saya, dengan cara yang tidak senonoh, bagaimana mereka menggoda seorang gadis muda dan pemalu yang saya kenal. mereka membenci á keyakinannya, mencibir dan menyentuhnya. saya menjadi sangat marah dan á tidak berusaha menyembunyikannya dan mengembalikannya kepada mereka.",anger
199,"kekasihku meninggalkanku, atau lebih tepatnya kami memutuskan untuk memutuskannya dengan persetujuan bersama. konsekuensinya adalah - tangisan yang tak terkendali, á perasaan kesepian, keputusasaan dan penghilangan semangat. saya merasa bahwa saya harus menemukan seorang teman, untuk berbicara dengan gembira dan melupakan.",sadness
200,"karena penasaran, saya pergi menonton film porno di kopenhagen. ruangan itu penuh dengan pria, yang terengah-engah dan masturbasi. sangat menjijikkan.",disgust
201,"setelah bertengkar tidak perlu dan tanpa alasan, dan á telah dengan bodohnya menyeberang dalam segala hal.",shame
202,terpaksa mengisi kuesioner.,guilt
203,ketika saya memenangkan pertandingan tenis.,joy
204,ketika anjing saya kehabisan es tipis musim semi lalu.,fear
205,ketika pertandingan tenis saya terganggu karena seorang anak bersepeda ke dalam lapangan.,anger
206,perayaan pada hari kelulusan dengan orkestra bermain di taman (saya adalah bagian dari orkestra ini).,joy
207,risiko terlibat dalam perkelahian setelah pesta.,fear
208,setelah ujian saya gagal.,sadness
209,"ketika saya menyalip sebuah mobil di jalan utama, salah menilai jarak á mobil yang melaju dan ini mengakibatkan membunyikan dan berkedip dari flashing pengemudi lain (kita bisa bertabrakan), dan saya memiliki kenalan di mobil dengan saya.",shame
210,"saya melihat seorang tetangga, dari blok apartemen yang sama dengan saya, terbaring di jalan. dia bisa saja terluka atau sakit. saya menyimpan 20 meter jauhnya dan tidak pergi untuk membantunya.",guilt
211,ketika saya bertemu dengan seorang teman sekolah lama (cinta sekolah) yang bekerja di á sk + vde.,joy
212,"ketika saya bersepeda ke sekolah, saya hampir saja tertabrak mobil - yang (terlalu dekat dengan saya) tidak memberi saya ruang berbelok.",fear
213,"ketika saya menjadi wakil manajer selama musim panas, beberapa deputi á mengambil kebebasan, lebih dari yang normal.",anger
214,"ketika saya menyadari bahwa pacar saya, yang saya sukai, dan saya akan berpisah.",sadness
215,kotoran anjing yang mencair di musim semi.,disgust
216,ketika aku lupa hari ulang tahun ibuku.,shame
217,lulus ujian terakhir.,joy
218,hampir dirobohkan oleh mobil.,fear
219,saya mencapai halte bus dan menyadari bahwa saya lupa bus saya pass pass.,anger
220,beban kerja saya saat ini terlalu banyak. perasaan itu muncul kembali dari waktu ke waktu.,sadness
221,ketika putra saya yang berumur satu tahun memberi saya ciuman spontan.,joy
222,ketika seseorang yang dekat dengan saya bepergian dengan mobil dan tertunda.,fear
223,ketika seseorang melakukan sesuatu yang salah yang mempengaruhi saya secara negatif.,anger
224,ketika saya berpikir tentang orang tua saya yang semakin tua.,sadness
225,"saya tidak punya waktu untuk masalah orang lain. ibu mertua saya kadang tertekan dan saya tidak punya waktu, keinginan atau kekuatan untuk membantu.",guilt
226,saya sedang mengemudi dan seekor rusa tiba-tiba muncul di depan mobil ketika ada banyak lalu lintas di belakang saya.,fear
227,saya melihat laporan berita t.v tentang apartheid di afrika selatan.,anger
